timestamp,cpu_sec,ws_bytes
2026-09-13T12:19:01.9228792+01:00,179.234375,3401990144
2026-09-13T12:19:11.9455836+01:00,207.734375,3471122432
2026-09-13T12:19:21.9651811+01:00,238.515625,3455045632
2026-09-13T12:19:31.9845792+01:00,275.59375,3459919872
2026-09-13T12:19:42.0267139+01:00,308.640625,3446489088
2026-09-13T12:19:52.0399942+01:00,343.4375,3442937856
2026-09-13T12:20:02.0459418+01:00,375.625,3445022720
2026-09-13T12:20:12.0660779+01:00,407.6875,3442671616
