Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7650.8159,24.5851,24.3850,0.2001,23.7016,12.6408,12.4997,0.1411,36.7700,27.7566,7.1758,7650.8159,NA,13.5528,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7675.4010,14.9192,14.6904,0.2288,11.7573,26.7247,26.7247,0.0000,39.9415,13.9371,-3.1715,7675.4010,NA,29.2849,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7690.3202,9.1619,9.0186,0.1433,23.5628,14.6149,14.5971,0.0178,38.9594,13.8736,0.9821,7690.3202,NA,32.2433,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7699.4821,6.7300,6.5851,0.1449,29.0805,14.4430,14.4291,0.0139,43.6711,20.9253,-4.7117,7699.4821,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7706.2121,20.7963,20.6313,0.1650,36.7935,14.9141,14.9141,0.0000,57.8664,6.9106,-14.1953,7706.2121,NA,48.0487,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7727.0084,13.3206,13.1579,0.1627,30.9921,2.7269,2.7269,0.0000,43.9807,6.9563,13.8857,7727.0084,NA,40.9623,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7740.3290,14.8224,14.6741,0.1483,20.4479,15.1025,15.0115,0.0910,37.6164,27.7908,6.3643,7740.3290,NA,34.9168,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7755.1514,20.3343,20.1072,0.2271,20.7280,25.2037,25.2037,0.0000,50.5848,13.9663,-12.9684,7755.1514,NA,33.6902,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7775.4857,6.2594,6.1179,0.1415,25.5974,13.9041,13.8737,0.0304,44.2168,6.8867,6.3680,7775.4857,NA,39.6403,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7781.7451,7.0308,6.8752,0.1556,33.2421,2.5176,2.4726,0.0450,44.8441,20.8377,-0.6273,7781.7451,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7788.7759,30.4070,30.2165,0.1905,29.0754,27.0927,27.0378,0.0549,58.6510,13.9677,-13.8069,7788.7759,NA,42.3616,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7819.1829,8.5844,8.4361,0.1483,25.8225,14.4418,14.4418,0.0000,42.2117,6.9308,16.4393,7819.1829,NA,34.3635,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7827.7673,10.0490,9.9133,0.1357,31.7842,3.7136,3.5921,0.1215,40.5581,20.8386,1.6536,7827.7673,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7837.8163,25.2530,25.0891,0.1639,25.4488,25.6318,25.5819,0.0499,51.3477,20.8498,-10.7896,7837.8163,NA,28.0763,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7863.0693,11.0197,10.8497,0.1700,25.8917,16.7733,16.7733,0.0000,46.9445,13.9065,4.4032,7863.0693,NA,37.9759,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7874.0890,10.9727,10.7864,0.1863,31.6453,15.0601,15.0601,0.0000,49.8313,6.9468,-2.8868,7874.0890,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7885.0617,21.2172,21.0434,0.1738,35.7327,2.9950,2.8762,0.1188,45.8054,6.9382,4.0259,7885.0617,NA,39.8392,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7906.2789,18.6584,18.4433,0.2151,17.5506,13.5916,13.5647,0.0269,31.5264,34.7763,14.2790,7906.2789,NA,13.7775,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7924.9373,13.5470,13.2817,0.2653,12.4838,28.0938,28.0938,0.0000,47.6443,13.9430,-16.1179,7924.9373,NA,36.5268,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7938.4843,8.4872,8.3024,0.1848,27.1313,15.2038,15.0668,0.1370,48.0403,6.9035,-0.3960,7938.4843,NA,41.4665,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7946.9715,8.4483,8.3097,0.1386,33.8479,2.9405,2.7925,0.1480,46.4566,27.8009,1.5837,7946.9715,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7955.4198,31.3659,31.1710,0.1949,29.8014,30.4152,30.3158,0.0994,65.8092,13.8998,-19.3526,7955.4198,NA,49.1906,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7986.7857,11.1188,10.9389,0.1799,28.8507,16.6542,16.6542,0.0000,48.3431,14.0067,17.4661,7986.7857,NA,38.0920,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,7997.9045,7.5064,7.3546,0.1518,34.3861,13.5861,13.5246,0.0615,51.2310,6.8522,-2.8879,7997.9045,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8005.4109,28.3311,28.1635,0.1676,40.4658,2.5885,2.5373,0.0512,50.5768,27.8160,0.6542,8005.4109,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8033.7420,17.5661,17.3932,0.1729,14.7734,29.9265,29.8916,0.0349,50.0617,6.9275,0.5151,8033.7420,NA,33.7661,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8051.3081,10.2670,10.1274,0.1396,27.1338,4.0128,3.9571,0.0557,39.4231,13.9255,10.6386,8051.3081,NA,31.6501,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8061.5751,8.0670,7.9029,0.1641,20.8796,16.2640,16.1687,0.0953,43.0816,27.8557,-3.6585,8061.5751,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8069.6421,29.4507,28.9422,0.5085,29.0766,28.3851,28.3234,0.0617,62.8703,6.9137,-19.7887,8069.6421,NA,51.4623,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8099.0928,8.1887,7.9768,0.2119,28.0110,3.2067,3.1274,0.0793,40.3333,6.9333,22.5370,8099.0928,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8107.2815,10.8510,10.6862,0.1648,23.0290,13.8906,13.7668,0.1238,39.0779,27.8010,1.2554,8107.2815,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8118.1325,27.9892,27.7562,0.2330,26.0686,28.0155,27.9691,0.0464,56.0279,20.8450,-16.9500,8118.1325,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8146.1217,9.3174,9.1036,0.2138,26.1572,16.6954,16.6954,0.0000,48.8837,13.9688,7.1442,8146.1217,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8155.4391,7.4915,7.3344,0.1571,33.6117,13.6607,13.6607,0.0000,53.5351,6.9346,-4.6514,8155.4391,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8162.9306,24.9998,24.7817,0.2181,39.7809,3.1824,3.1169,0.0655,52.9782,13.8825,0.5569,8162.9306,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8187.9304,21.1459,20.9236,0.2223,19.6701,15.4135,15.2406,0.1729,41.8609,27.7975,11.1173,8187.9304,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8209.0763,15.0568,14.8205,0.2363,13.9377,28.5860,28.5333,0.0527,48.5125,13.9393,-6.6516,8209.0763,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8224.1331,8.2876,8.0940,0.1936,27.4669,13.1941,13.1700,0.0241,47.3950,6.9179,1.1175,8224.1331,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8232.4207,10.3731,10.2031,0.1700,32.5052,6.0801,5.8882,0.1919,46.0253,27.8009,1.3697,8232.4207,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8242.7938,31.3107,31.0946,0.2161,29.8903,29.3938,29.3164,0.0774,63.4531,13.9629,-17.4278,8242.7938,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8274.1045,9.9822,9.7448,0.2374,27.9734,14.8272,14.8272,0.0000,46.1053,6.9165,17.3478,8274.1045,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8284.0867,9.2116,9.0517,0.1599,32.9029,0.6741,0.6089,0.0652,43.0396,27.7609,3.0657,8284.0867,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8293.2983,31.0013,30.8203,0.1810,24.3879,32.3515,28.6299,3.7216,61.5889,13.9240,-18.5493,8293.2983,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8324.2996,8.2869,8.0859,0.2010,25.7381,16.6615,16.6326,0.0289,44.5116,6.9362,17.0773,8324.2996,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8332.5865,10.2389,10.0855,0.1534,34.1127,3.3586,3.2624,0.0962,43.1609,27.7926,1.3507,8332.5865,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8342.8254,28.7924,28.5964,0.1960,27.5218,28.5746,28.4570,0.1176,60.7146,14.0413,-17.5537,8342.8254,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8371.6178,11.9974,11.8192,0.1782,27.3040,13.6606,13.5644,0.0962,45.9635,6.8249,14.7511,8371.6178,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8383.6152,9.1491,9.0203,0.1288,28.9672,2.2366,2.2127,0.0239,40.7910,27.8140,5.1725,8383.6152,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8392.7643,27.5722,27.3755,0.1967,22.0875,30.2921,28.9624,1.3297,59.4559,13.9437,-18.6649,8392.7643,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8420.3365,8.2985,8.1063,0.1922,24.9082,17.3542,17.3542,0.0000,45.8274,6.9484,13.6285,8420.3365,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8428.6350,10.3590,10.1445,0.2145,33.9639,3.2352,3.0964,0.1388,44.4773,27.7862,1.3501,8428.6350,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8438.9940,31.0290,30.8510,0.1780,29.9367,27.9704,27.8656,0.1048,61.9045,6.9284,-17.4272,8438.9940,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8470.0230,9.1303,8.9414,0.1889,26.8781,2.4511,2.4149,0.0362,37.8039,6.9367,24.1006,8470.0230,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8479.1533,6.4342,6.2960,0.1382,20.2145,12.9243,12.8273,0.0970,35.6103,27.7925,2.1936,8479.1533,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8485.5875,27.4325,27.2923,0.1402,26.7639,29.0882,29.0694,0.0188,56.9686,13.8930,-21.3583,8485.5875,NA,42.9469,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8513.0200,7.7863,7.6123,0.1740,28.4196,14.5452,14.5452,0.0000,43.4291,6.9968,13.5395,8513.0200,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8520.8063,6.6353,6.4749,0.1604,35.2770,0.6698,0.5317,0.1381,42.6396,27.7847,0.7895,8520.8063,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8527.4416,31.8225,31.6391,0.1834,30.0920,27.0621,27.0284,0.0337,63.7890,13.9443,-21.1494,8527.4416,NA,60.3031,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8559.2641,7.5707,7.4032,0.1675,25.3994,15.7272,15.6944,0.0328,45.9108,6.9782,17.8782,8559.2641,NA,43.1101,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8566.8348,8.9812,8.8167,0.1645,33.5559,1.1456,1.1129,0.0327,45.3183,20.8095,0.5925,8566.8348,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8575.8160,30.0072,29.8009,0.2063,25.7203,29.1933,28.8634,0.3299,57.1466,6.9867,-11.8283,8575.8160,NA,39.7208,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8605.8232,11.2013,10.9380,0.2633,24.9064,4.0862,4.0242,0.0620,34.1261,27.7682,23.0205,8605.8232,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8617.0245,6.1016,5.9382,0.1634,17.7913,26.5921,26.5637,0.0284,50.6930,13.9181,-16.5669,8617.0245,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8623.1261,23.8329,23.6520,0.1809,38.2818,15.5636,15.5636,0.0000,58.5095,6.9157,-7.8165,8623.1261,NA,37.5242,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8646.9590,11.3221,11.1458,0.1763,30.0125,3.0226,2.9609,0.0617,41.5923,20.8446,16.9172,8646.9590,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8658.2811,26.7165,26.5208,0.1957,25.7033,25.2476,25.1170,0.1306,51.1148,20.8625,-9.5225,8658.2811,NA,26.3448,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8684.9976,9.8898,9.7190,0.1708,24.2344,16.9334,16.8671,0.0663,45.2608,13.9050,5.8540,8684.9976,NA,38.2240,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8694.8874,10.4642,10.2938,0.1704,31.2780,16.1066,16.0973,0.0093,49.2760,6.9269,-4.0152,8694.8874,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8705.3516,19.0128,18.8101,0.2027,36.9204,3.5771,3.4603,0.1168,45.7387,27.8155,3.5373,8705.3516,NA,41.0277,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8724.3644,22.4443,22.2151,0.2292,21.4847,26.0926,26.0809,0.0117,54.5414,13.9439,-8.8027,8724.3644,NA,33.8393,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8746.8087,13.0583,12.9167,0.1416,25.1789,18.4992,18.4992,0.0000,46.0410,6.9172,8.5004,8746.8087,NA,33.8254,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8759.8670,9.1101,8.9766,0.1335,30.6198,2.8026,2.7185,0.0841,39.8999,27.7965,6.1411,8759.8670,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8768.9771,26.0806,25.8956,0.1850,24.5235,29.3777,29.1762,0.2015,58.5863,13.9608,-18.6864,8768.9771,NA,47.5434,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8795.0577,11.4734,11.2538,0.2196,27.8206,16.6683,16.6683,0.0000,46.4665,6.9227,12.1198,8795.0577,NA,37.4550,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8806.5311,13.9034,13.7217,0.1817,33.1422,3.6320,3.5549,0.0771,41.9158,27.7593,4.5507,8806.5311,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8820.4345,25.5182,25.3301,0.1881,23.5762,29.4134,29.2933,0.1201,55.7717,20.9602,-13.8559,8820.4345,NA,34.1328,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8845.9527,8.7539,8.5811,0.1728,27.5361,16.8020,16.7645,0.0375,51.2137,6.8547,4.5580,8845.9527,NA,45.1177,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8854.7066,9.7047,9.5567,0.1480,35.5842,0.4697,0.4013,0.0684,49.3145,6.9330,1.8992,8854.7066,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8864.4113,28.7680,28.6322,0.1358,27.3461,14.0493,13.9316,0.1177,46.5428,20.8979,2.7717,8864.4113,NA,34.9075,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8893.1793,19.6356,19.4476,0.1880,12.6274,19.5217,16.0899,3.4318,38.6727,13.8687,7.8701,8893.1793,NA,22.7605,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8912.8149,13.4409,13.2867,0.1542,12.5135,19.8604,19.8120,0.0484,32.9058,34.7759,5.7669,8912.8149,NA,21.6658,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8926.2558,18.4625,18.3097,0.1528,18.9330,28.4924,28.4390,0.0534,54.2408,13.9674,-21.3350,8926.2558,NA,39.4341,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8944.7183,8.1737,7.9325,0.2412,29.0632,16.8000,16.8000,0.0000,49.7457,6.9081,4.4951,8944.7183,NA,44.4409,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8952.8920,11.1702,11.0350,0.1352,37.6895,0.6118,0.5358,0.0760,48.4801,13.9036,1.2656,8952.8920,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8964.0622,33.6265,33.4483,0.1782,27.1703,17.9959,15.7324,2.2635,51.2135,27.7421,-2.7334,8964.0622,NA,21.2521,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,8997.6887,14.2620,14.0744,0.1876,11.6379,28.1972,28.1972,0.0000,45.3291,13.9996,5.8844,8997.6887,NA,35.9946,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9011.9507,11.0381,10.8673,0.1708,25.5731,13.1713,13.1713,0.0000,45.0667,6.9267,0.2624,9011.9507,NA,46.9205,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9022.9888,10.4994,10.3656,0.1338,27.7063,8.2165,8.1343,0.0822,40.9553,27.7817,4.1114,9022.9888,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9033.4882,29.3515,29.1461,0.2054,28.5114,26.8093,26.7324,0.0769,58.2376,13.9242,-17.2823,9033.4882,NA,60.4345,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9062.8397,8.1601,8.0137,0.1464,25.9692,13.9613,13.9613,0.0000,42.8103,13.8813,15.4273,9062.8397,NA,42.8104,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9070.9998,11.4116,11.2791,0.1325,31.7704,14.4222,14.4222,0.0000,48.5315,13.9122,-5.7212,9070.9998,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9082.4114,23.3751,23.1821,0.1930,34.7810,13.5113,13.5113,0.0000,51.0321,20.8380,-2.5006,9082.4114,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9105.7865,12.3330,12.1559,0.1771,24.9172,18.9118,18.8463,0.0655,48.4950,13.9492,2.5371,9105.7865,NA,60.0284,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9118.1195,14.6499,14.4206,0.2293,31.4960,12.6656,12.6204,0.0452,50.1112,6.9364,-1.6162,9118.1195,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9132.7694,14.0624,13.9053,0.1571,29.5117,3.1886,3.1886,0.0000,42.3977,6.9219,7.7135,9132.7694,NA,44.0863,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9146.8318,21.6114,21.4380,0.1734,20.7094,12.9766,12.8109,0.1657,35.2572,27.8087,7.1405,9146.8318,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9168.4432,14.2424,13.9532,0.2892,12.1396,27.5658,27.5658,0.0000,41.4545,20.8694,-6.1973,9168.4432,NA,48.8117,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9182.6856,8.3871,8.2221,0.1650,25.4630,15.8435,15.7805,0.0630,48.0815,13.8922,-6.6270,9182.6856,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9191.0727,11.4854,11.3128,0.1726,32.9194,16.0749,16.0749,0.0000,53.5866,6.9480,-5.5051,9191.0727,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9202.5581,23.1173,22.9326,0.1847,37.5089,3.3898,3.2749,0.1149,49.0492,13.9021,4.5374,9202.5581,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9225.6754,20.6890,20.4281,0.2609,18.8397,15.2912,15.1948,0.0964,39.8340,20.8661,9.2152,9225.6754,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9246.3644,15.1066,14.8840,0.2226,13.4419,25.4576,25.4576,0.0000,40.0111,20.8466,-0.1771,9246.3644,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9261.4710,9.1354,8.9640,0.1714,23.7929,17.0814,17.0814,0.0000,45.7511,6.9338,-5.7400,9261.4710,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9270.6064,9.8644,9.7133,0.1511,31.7389,0.5573,0.4637,0.0936,43.5495,6.9270,2.2016,9270.6064,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9280.4708,24.3171,24.0945,0.2226,22.6251,15.4883,15.4097,0.0786,40.6121,34.7531,2.9374,9280.4708,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9304.7879,19.2294,19.0512,0.1782,17.7960,27.1372,27.0782,0.0590,51.0481,7.0142,-10.4360,9304.7879,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9324.0173,8.4038,8.2123,0.1915,25.7038,12.8537,12.8346,0.0191,38.8329,6.9192,12.2152,9324.0173,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9332.4211,11.7980,11.6435,0.1545,30.2576,3.1022,2.9685,0.1337,37.3483,27.8159,1.4846,9332.4211,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9344.2191,28.3844,28.1798,0.2046,21.7140,31.3585,28.2653,3.0932,53.3662,20.8537,-16.0179,9344.2191,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9372.6035,12.5530,12.3739,0.1791,24.7843,17.0575,17.0247,0.0328,45.8355,13.8843,7.5307,9372.6035,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9385.1565,8.9349,8.7460,0.1889,29.2888,16.0111,15.9568,0.0543,47.1668,6.9504,-1.3313,9385.1565,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9394.0914,21.1637,20.9688,0.1949,36.3650,4.0974,3.9997,0.0977,45.1823,13.9211,1.9845,9394.0914,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9415.2551,18.5748,18.3724,0.2024,19.2987,12.3933,12.2789,0.1144,37.9397,27.8336,7.2426,9415.2551,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9433.8299,14.3331,14.1632,0.1699,13.2340,29.8189,29.8189,0.0000,47.1985,6.9471,-9.2588,9433.8299,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9448.1630,11.9241,11.6867,0.2374,28.7198,2.5144,2.4537,0.0607,39.8125,6.9237,7.3860,9448.1630,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9460.0871,11.2744,11.1093,0.1651,19.3101,15.1693,14.9734,0.1959,34.8121,34.7889,5.0004,9460.0871,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9471.3615,26.3378,26.1092,0.2286,24.1715,27.9207,27.7457,0.1750,58.3266,6.9439,-23.5145,9471.3615,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9497.6993,12.3286,12.1083,0.2203,25.8434,0.7955,0.7955,0.0000,38.9327,6.9205,19.3939,9497.6993,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9510.0279,11.8421,11.6451,0.1970,14.3840,16.5462,16.5080,0.0382,33.5246,27.8028,5.4081,9510.0279,NA,NA,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9521.8700,24.4295,24.2249,0.2046,23.1507,25.5424,25.5084,0.0340,49.4853,20.8218,-15.9607,9521.8700,NA,28.3221,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9546.2995,10.0894,9.9178,0.1716,24.2636,17.4393,17.4393,0.0000,45.8776,13.9210,3.6077,9546.2995,NA,38.1431,NA
valheim.exe,8100,0x147123C9510,DXGI,1,0,0,Hardware: Independent Flip,9556.3889,11.6574,11.4917,0.1657,31.6135,17.5091,17.4835,0.0256,49.7092,6.9779,-3.8316,9556.3889,NA,NA,NA
